第一等级：小尺度（第1-200题）,,,
真心话（1-100）,,,
274,你有没有在丈母娘家出糗？,家庭,
275,你最怕什么家庭聚会？,家庭,
276,你有没有被催婚？,家庭,
277,你最怕什么相亲？,情感,
278,你有没有假装有对象？,情感,
279,你最怕什么单身理由？,情感,
280,你有没有被表白时拒绝别人？,情感,
大冒险（281-380）,,,
281,给在场每个人起一个昵称,社交,
282,用方言念一首情诗,语言,
283,"给通讯录第5个人发""在干嘛""",社交,
284,现场跳一段舞蹈（任选）,表演,
285,含着水念绕口令,动作,
286,"给妈妈打电话说""妈我想你""",家庭,
287,模仿抖音最火的梗,模仿,
288,现场给自己p一张丑图,社交,
289,捏着兰花指喝完一杯水,动作,
290,当着大家的面唱一句儿歌,表演,
291,用屁股写你的名字（空中）,动作,
292,扮演一个神经病1分钟,表演,
293,给在场每个人擦鞋,动作,
294,说出在场每个人最怕什么,社交,
295,"现场打电话给便利店说""给我送个女朋友""",社交,
296,用脚趾头夹着笔写字,动作,
297,模仿在场一个异性走路,模仿,
298,含着一块冰说话30秒,动作,
299,"给3个异性发""你最近变好看了""",社交,
300,扮演木头人，谁动谁输,游戏,
301,"用卫生纸做一套""衣服""穿上拍照",道具,
302,现场给喜欢的明星打榜,娱乐,
303,"用头在空中写""我是猪""",动作,
304,拨打10086用撒娇语气问话费,社交,
305,模仿一种动物的发情期表现,模仿,
306,在额头上画一只乌龟,道具,
307,用鼻子喝完一杯水,动作,
308,单脚站立唱完一首歌,表演,
309,"给前任发""最近还好吗""",情感,
310,扮演充气娃娃30秒,表演,
311,含着柠檬读一首情诗,动作,
312,"现场打电话给快递员说""谢谢""",社交,
313,用身体摆成一个字,动作,
314,"给通讯录第3个人发""我想你""",社交,
315,模仿一种动物交配的动作,模仿,
316,"拨打外卖电话说""你们辛苦了""",社交,
317,穿着袜子在地上走一圈,动作,
318,模仿在场每个人说话的声音,模仿,
319,"捏住鼻子用变声说""我是大美女/大帅哥""",表演,
320,给在场每个人一个拥抱,社交,
321,用左手画一幅简笔画,艺术,
322,扮演雕塑保持2分钟,表演,
323,含着牙刷念一首诗,动作,
324,给妈妈发语音唱一首歌,家庭,
325,模仿抖音土味情话,模仿,
326,用脚写字（你的名字）,动作,
327,"现场给通讯录异性打电话说""我想约你""",社交,
328,扮演一个喝醉的人1分钟,表演,
329,用身体摆成一个表情包,动作,
330,含着水模仿一种动物喝水,模仿,
331,"打电话给爸爸说""我想你了""",家庭,
332,模仿一种狗摇尾巴的动作,模仿,
333,用头撞墙10次（轻点）,动作,
334,表演一个看到鬼的表情,表演,
335,模仿企鹅游泳的动作,模仿,
336,"用手模仿打电话并说""喂，我在开会""",模仿,
337,含着糖念绕口令,动作,
338,扮演一个失忆的人,表演,
339,给通讯录第10个人打电话,社交,
340,模仿一种乌龟缩头的动作,模仿,
341,"用嘴巴学牛叫""哞哞""",模仿,
342,扮演一个盲人1分钟,表演,
343,用左手给在场每个人倒水,动作,
344,表演一个被吓一跳的表情,表演,
345,模仿一种蛇吐信子的动作,模仿,
346,"打电话给哥哥/姐姐说""我想死你了""",家庭,
347,"扮演一个机器人说""我是机器人""",表演,
348,"用头写""我错了""三个字",动作,
349,模仿一种猫洗脸的动作,模仿,
350,含着冰块念自己的名字,动作,
351,扮演一个考拉抱树的动作,模仿,
352,"给通讯录异性发""晚安""",社交,
353,模仿一种驴叫的声音,模仿,
354,表演一个怀孕的动作,表演,
355,用身体模仿时钟指到12点,动作,
356,"模仿一种青蛙""呱呱呱""的叫声",模仿,
357,扮演一个老人走路的样子,表演,
358,"给在场每个人说""新年快乐""",社交,
359,模仿一种婴儿哭的声音,模仿,
360,"用手模仿打电话说""喂，你好""",模仿,
361,表演一个打保龄球的动作,运动,
362,"模仿一种羊""咩咩咩""的叫声",模仿,
363,扮演一个害羞的小姑娘,表演,
364,"用嘴巴学鸭子""嘎嘎嘎""的叫声",模仿,
365,表演一个投篮的动作,运动,
366,"模仿一种猪""哼哼哼""的叫声",模仿,
367,扮演一个大力士,表演,
368,给在场每个人捶背,动作,
369,"模仿一种猴子""吱吱吱""的叫声",模仿,
370,表演一个游泳的动作,运动,
371,"模仿一种狼""嗷呜""的叫声",模仿,
372,扮演一个淑女/绅士,表演,
373,用身体模仿钓鱼的动作,动作,
374,"模仿一种鸡""咯咯咯""的叫声",模仿,
375,表演一个跳绳的动作,运动,
376,"模仿一种马""嘶嘶嘶""的叫声",模仿,
377,扮演一个外星人,表演,
378,用身体模仿开车的动作,动作,
379,"模仿一种蟋蟀""蛐蛐蛐""的叫声",模仿,
380,表演一个做早操的动作,运动,
,,,
第三等级：大尺度（第401-580题）,,,
真心话（381-460）,,,
381,你暗恋过最久的人是谁？,情感,
382,你最秘密的一件事是什么？,秘密,
383,你有没有脚踏两条船？,情感,
384,你偷偷喜欢过朋友的对象吗？,情感,
385,你最怕什么亲密接触？,亲密,
386,你有没有暗恋过老师/上司/教练？,情感,
387,你最后悔的一件事是什么？,情感,
388,你有没有无缝衔接过？,情感,
389,你最受不了伴侣什么习惯？,情感,
390,你约过几次会？（老实说）,情感,
391,你最骄傲的一件事是什么？,情感,
392,你有没有同时喜欢过两个人？,情感,
393,你最怕什么类型的sex？,亲密,
394,你有没有装过不是单身？,情感,
395,你最讨厌什么姿势？,亲密,
396,你有没有在公共场合偷偷看异性敏感部位？,亲密,
397,你最怕什么尺寸？,亲密,
398,你有没有约pao过？,亲密,
399,你最怕什么时长？,亲密,
400,你有没有用过交友软件？,社交,
401,你最怕什么道具？,亲密,
402,你有没有去过大宝剑/按摩店？,亲密,
403,你最怕什么前xi？,亲密,
404,你有没有419过？,亲密,
405,你最怕什么地点？,亲密,
406,你有没有去过sq场所？,亲密,
407,你最怕什么角色扮演？,亲密,
408,你有没有看过小电影？,亲密,
409,你最怕什么频率？,亲密,
410,你有没有玩过sm？,亲密,
411,你最怕什么dirty talk？,亲密,
412,你有没有约过网友见面？,社交,
413,你最怕什么体wei？,亲密,
414,你有没有腿咚/壁咚过别人？,亲密,
415,你最怕什么后ru？,亲密,
416,你有没有出过gui？,情感,
417,你最怕什么互动方式？,亲密,
418,你有没有在公共场合doi？,亲密,
419,你最怕什么tt品牌？,亲密,
420,你有没有养过情人/小三？,情感,
421,你最怕什么shuyu？,亲密,
422,你有没有yp过？,亲密,
423,你最怕什么zhuangmode？,亲密,
424,你有没有在夜店捡过人？,社交,
425,你最怕什么tianyan？,亲密,
426,你有没有用过的交友软件？,社交,
427,你最怕什么shanghai？,亲密,
428,你有没有找过jinv？,亲密,
429,你最怕什么zuiai？,亲密,
430,你有没有被潜规则过？,工作,
431,你的初吻是几岁？,亲密,
432,你最敏感的部位是哪里？,亲密,
433,你自wèi多久一次？,亲密,
434,你最难忘的sex经历是？,亲密,
435,你最难忘的一夜情是？,亲密,
436,你有没有在车里做过？,亲密,
437,你有没有在办公室/教室做过？,亲密,
438,你最怕什么称呼？,亲密,
439,你有没有被包养过？,情感,
440,你最怕什么疼痛等级？,亲密,
441,你有没有被口jiao过？,亲密,
442,你最怕什么姿势？,亲密,
443,你有没有看过最色的片是什么类型？,亲密,
444,你最怕什么体液？,亲密,
445,你有没有养过情人？,情感,
446,你最怕什么dirty talk？,亲密,
447,你有没有yp过？,亲密,
448,你最怕什么shuyu？,亲密,
449,你有没有找过jinv？,亲密,
450,你最怕什么互动方式？,亲密,
451,你有没有玩过sm？,亲密,
452,你最怕什么疼痛等级？,亲密,
453,你有没有被口jiao过？,亲密,
454,你最怕什么姿势？,亲密,
455,你有没有看过最色的片是什么类型？,亲密,
456,你最怕什么体液？,亲密,
457,你有没有养过情人？,情感,
458,你最怕什么dirty talk？,亲密,
459,你有没有yp过？,亲密,
460,你最怕什么shuyu？,亲密,
大冒险（461-540）,,,
461,"给暗恋对象发""我喜欢你很久了""",情感,
462,"给前任发""我还想你""",情感,
463,脱掉一只袜子,动作,
464,穿着内衣在客厅走一圈,动作,
465,现场给在场异性按摩肩膀,亲密,
466,亲在场异性的脸颊,亲密,
467,"给通讯录异性发""我今晚想见你""",情感,
468,舌吻自己的手背,亲密,
469,含着冰块亲吻在场异性的手背,亲密,
470,现场解开一颗扣子,动作,
471,抚摸在场异性的头发10秒,亲密,
472,趴在地板上做俯卧撑10个,运动,
473,现场给在场每个人一个法式湿吻,亲密,
474,用嘴巴解开在场异性的鞋带,亲密,
475,公主抱在场异性10秒,亲密,
476,把手伸进异性的衣服里5秒,亲密,
477,现场脱掉外套,动作,
478,亲吻在场异性的脖子,亲密,
479,把腿搭在异性腿上,亲密,
480,蒙着眼睛摸在场异性的脸30秒,亲密,
481,现场给自己拍一张性感照片,社交,
482,"打电话给异性说""我想和你睡觉""",亲密,
483,含着水亲吻在场异性的嘴唇,亲密,
484,把手伸进异性的裤子里,亲密,
485,现场脱掉内衣（仅穿bra）,动作,
486,趴在异性身上10秒,亲密,
487,用嘴巴给异性喂东西吃,亲密,
488,亲吻异性的耳朵,亲密,
489,现场给异性口jiao（模拟）,亲密,
490,脱掉上衣（仅限男性）,动作,
491,把异性推倒在沙发上,亲密,
492,把手放在异性的胸口,亲密,
493,现场doi模拟动作（穿着衣服）,亲密,
494,含着玫瑰花亲吻异性,亲密,
495,抚摸异性的后背,亲密,
496,坐在异性的腿上,亲密,
497,现场给异性种草莓,亲密,
498,用舌头数在场异性的牙齿,亲密,
499,把手伸进异性的裙子里/裤子里,亲密,
500,公主抱异性并深蹲3次,亲密,
501,现场脱掉袜子,动作,
502,亲吻异性的锁骨,亲密,
503,把手放在异性的臀部,亲密,
504,现场与异性舌吻10秒,亲密,
505,把异性抱起来转圈,亲密,
506,抚摸异性的头发和耳朵,亲密,
507,现场脱掉一只鞋,动作,
508,含着糖果亲吻异性,亲密,
509,趴在异性耳边说dirty talk,亲密,
510,把手放在异性的私密部位,亲密,
511,穿着内衣在房间走一圈,动作,
512,现场解开衬衫的两颗扣子,动作,
513,亲异性的额头,亲密,
514,把腿搭在异性身上,亲密,
515,抚摸异性的手10秒,亲密,
516,现场给异性按摩头部,亲密,
517,含着冰块用舌头触碰异性的脸颊,亲密,
518,把手放在异性的腰间,亲密,
519,现场与异性额头碰额头,亲密,
520,亲吻异性的眼睛,亲密,
521,用头发摩擦异性的脸,亲密,
522,把手伸进异性的外套里,亲密,
523,现场坐在异性的腿上,亲密,
524,含着糖果放进异性的嘴里,亲密,
525,抚摸异性的脖子,亲密,
526,现场与异性拥抱30秒,亲密,
527,把手放在异性的肩膀上,亲密,
528,亲异性的鼻子,亲密,
529,用嘴巴给异性吹气,亲密,
530,现场把异性拉到自己身边,亲密,
531,抚摸异性的耳朵,亲密,
532,含着水用嘴对嘴喂异性,亲密,
533,把手放在异性的后背,亲密,
534,现场与异性十指相扣,亲密,
535,亲吻异性的下巴,亲密,
536,把手伸进异性的袖子里,亲密,
537,现场帮异性整理头发,亲密,
538,含着花瓣亲吻异性,亲密,
539,抚摸异性的头发,亲密,
540,现场把头靠在异性的肩膀上,亲密,
,,,
第三等级：成人尺度（第701-875题）,,,
真心话（541-620）,,,
541,你的初吻是几岁？,18+,亲密
542,你的第一次是几岁？,18+,亲密
543,你有过几个性伴侣？,18+,亲密
544,你最久不做爱是多久？,18+,亲密
545,你约pao最疯狂的一次是？,18+,亲密
546,你用过什么姿势？,18+,亲密
547,你最敏感的部位是哪里？,18+,亲密
548,你看过最色的片是什么？,18+,亲密
549,你自wèi多久一次？,18+,亲密
550,你有没有用过玩具？,18+,亲密
551,你最难忘的sex经历是？,18+,亲密
552,你有没有在公共场合做过？,18+,亲密
553,你有没有3P/多人运动过？,18+,亲密
554,你有没有出过gui？,18+,情感
555,你有没有被强jian过？,18+,亲密
556,你有没有约过网友见面？,18+,社交
557,你最怕什么size？,18+,亲密
558,你有没有拍过se情照片/视频？,18+,亲密
559,你最难忘的一夜情是？,18+,亲密
560,你有没有约过有妇之夫/夫夫？,18+,亲密
561,你最怕什么时长？,18+,亲密
562,你有没有被潜规则过？,18+,工作
563,你最怕什么体液？,18+,亲密
564,你有没有养过情人？,18+,情感
565,你最怕什么dirty talk？,18+,亲密
566,你有没有yp过？,18+,亲密
567,你最怕什么shuyu？,18+,亲密
568,你有没有找过jinv？,18+,亲密
569,你最怕什么互动方式？,18+,亲密
570,你有没有玩过sm？,18+,亲密
571,你最怕什么疼痛等级？,18+,亲密
572,你有没有被口jiao过？,18+,亲密
573,你最怕什么姿势？,18+,亲密
574,你有没有在车里做过？,18+,亲密
575,你最怕什么频率？,18+,亲密
576,你有没有在办公室/教室做过？,18+,亲密
577,你最怕什么道具？,18+,亲密
578,你有没有用过交友软件yp？,18+,社交
579,你最怕什么称呼？,18+,亲密
580,你有没有在酒店被抓过？,18+,亲密
581,你最怕什么前xi？,18+,亲密
582,你有没有用过微信附近的人？,18+,社交
583,你最怕什么后ru？,18+,亲密
584,你有没有被包养过？,18+,情感
585,你最怕什么shanghai？,18+,亲密
586,你有没有约过有女朋友的人？,18+,情感
587,你最怕什么zhuangmode？,18+,亲密
588,你有没有拍过av？,18+,亲密
589,你最怕什么tianyan？,18+,亲密
590,你有没有约过同性？,18+,亲密
591,你最怕什么后ru方式？,18+,亲密
592,你有没有被多人同时服务过？,18+,亲密
593,你最怕什么角色扮演？,18+,亲密
594,你有没有在公共场所全裸？,18+,亲密
595,你最怕什么体wei？,18+,亲密
596,你有没有用过最大号的tt？,18+,亲密
597,你最怕什么Duration？,18+,亲密
598,你有没有在厕所做过？,18+,亲密
599,你最怕什么Frequency？,18+,亲密
600,你有没有在厨房做过？,18+,亲密
601,你最怕什么Number？,18+,亲密
602,你有没有在阳台做过？,18+,亲密
603,你最怕什么Time？,18+,亲密
604,你有没有在电梯里做过？,18+,亲密
605,你最怕什么Place？,18+,亲密
606,你有没有在公园里做过？,18+,亲密
607,你最怕什么Position？,18+,亲密
608,你有没有在电影院里做过？,18+,亲密
609,你最怕什么Moan？,18+,亲密
610,你有没有在酒店里做过？,18+,亲密
611,你最怕什么Kiss？,18+,亲密
612,你有没有在野外做过？,18+,亲密
613,你最怕什么Touch？,18+,亲密
614,你有没有在车里做过？,18+,亲密
615,你最怕什么Lick？,18+,亲密
616,你有没有在泳池里做过？,18+,亲密
617,你最怕什么Suck？,18+,亲密
618,你有没有在沙滩上做过？,18+,亲密
619,你最怕什么Fuck？,18+,亲密
620,你有没有在天台上做过？,18+,亲密
大冒险（621-715）,,,
621,现场脱光衣服（只剩内衣）,18+,亲密
622,用嘴巴帮在场异性解开内衣扣,18+,亲密
623,现场与异性doi（穿着衣服模拟）,18+,亲密
624,含着冰块用舌头触碰异性身体,18+,亲密
625,脱掉异性的上衣,18+,亲密
626,用手抚摸异性的私密部位30秒,18+,亲密
627,现场给异性口jiao,18+,亲密
628,趴在异性身上做运动模拟,18+,亲密
629,把手伸进异性的内衣里,18+,亲密
630,与异性法式湿吻2分钟,18+,亲密
631,现场脱掉所有衣服,18+,亲密
632,用身体摩擦异性身体,18+,亲密
633,把异性压在身下,18+,亲密
634,现场doi全套模拟,18+,亲密
635,用嘴巴探索异性身体,18+,亲密
636,把手伸进异性的内裤里,18+,亲密
637,与异性裸体拥抱,18+,亲密
638,现场拍se情照片/视频,18+,亲密
639,用舌头亲吻异性私密部位,18+,亲密
640,含着酒液传递给异性（嘴对嘴）,18+,亲密
641,全身赤裸走一圈,18+,亲密
642,现场给异性乳交,18+,亲密
643,用手和嘴巴让异性高潮,18+,亲密
644,与异性肛门接触,18+,亲密
645,现场玩sm（轻度）,18+,亲密
646,用道具玩弄异性身体,18+,亲密
647,把手伸进异性的阴道/菊花,18+,亲密
648,含着冰块进入异性身体,18+,亲密
649,与异性69姿势,18+,亲密
650,现场被异性鞭打（轻度）,18+,亲密
651,骑在异性身上运动,18+,亲密
652,用嘴巴清理异性身体,18+,亲密
653,观看异性自wèi,18+,亲密
654,现场与多人互动,18+,亲密
655,被异性捆绑,18+,亲密
656,含着假阳具说话,18+,亲密
657,用手动异性阴道/菊花,18+,亲密
658,与异性拳交（可跳过）,18+,亲密
659,现场观看成人视频,18+,亲密
660,含着精液说话,18+,亲密
661,被异性强制推倒,18+,亲密
662,用嘴巴喝异性尿液,18+,亲密
663,全身涂满奶油被舔干净,18+,亲密
664,服用壮阳药/催情药,18+,亲密
665,观看多人运动,18+,亲密
666,直播doi,18+,亲密
667,拍摄av并上传,18+,亲密
668,含着假阴茎自慰,18+,亲密
669,被多人同时抚摸,18+,亲密
670,含着按摩棒说话,18+,亲密
671,现场观看av自慰,18+,亲密
672,用道具插入自己,18+,亲密
673,被异性用嘴服务,18+,亲密
674,含着精液接吻,18+,亲密
675,全身涂满蜂蜜被舔,18+,亲密
676,被异性拳交,18+,亲密
677,含着尿液说话,18+,亲密
678,被多人轮jian模拟,18+,亲密
679,被强制性ai模拟,18+,亲密
680,服用迷药后性爱模拟,18+,亲密
681,被注射药物后性爱模拟,18+,亲密
682,被强迫拍摄av模拟,18+,亲密
683,被多人强jian模拟,18+,亲密
